day,time,sender_account,receipient_account,amount
3,10:12,acc2,acc5,74
3,10:12,acc7,acc5,63
3,10:13,acc6,acc5,41
3,10:15,acc1,acc5,26
3,10:15,acc5,acc1,56
3,10:16,acc5,acc6,40
3,10:16,acc7,acc4,70
3,10:17,acc3,acc2,38
3,10:17,acc6,acc5,72
3,10:18,acc3,acc6,41
3,10:19,acc5,acc4,68
3,10:20,acc2,acc1,74
3,10:21,acc2,acc6,44
3,10:21,acc5,acc1,58
3,10:22,acc5,acc6,45
3,10:22,acc5,acc6,72
3,10:23,acc4,acc2,45
3,10:23,acc4,acc6,46
3,10:23,acc4,acc7,39
3,10:23,acc7,acc3,26
3,10:24,acc1,acc3,36
3,10:24,acc3,acc6,54
3,10:24,acc6,acc2,61
3,10:25,acc2,acc1,52
3,10:26,acc1,acc7,60
3,10:26,acc2,acc1,64
3,10:26,acc5,acc1,48
3,10:27,acc1,acc5,25
3,10:27,acc2,acc1,73
3,10:28,acc1,acc6,43
3,10:28,acc3,acc4,43
3,10:29,acc1,acc4,50
3,10:29,acc2,acc6,54
3,10:31,acc2,acc1,42
3,10:31,acc7,acc5,31
3,10:31,acc7,acc6,25
3,10:33,acc4,acc2,66
3,10:33,acc7,acc3,75
3,10:34,acc4,acc1,43
3,10:35,acc2,acc5,66
3,10:35,acc5,acc7,45
3,10:36,acc3,acc4,66
3,10:36,acc5,acc6,72
3,10:37,acc4,acc5,63
3,10:38,acc5,acc6,56
3,10:38,acc5,acc7,48
3,10:40,acc3,acc5,70
3,10:40,acc5,acc6,48
3,10:40,acc7,acc2,70
3,10:42,acc1,acc5,32
3,10:42,acc6,acc4,58
3,10:43,acc2,acc5,68
3,10:43,acc5,acc4,51
3,10:43,acc6,acc5,74
3,10:44,acc2,acc3,41
3,10:44,acc6,acc4,35
3,10:45,acc4,acc6,33
3,10:45,acc4,acc7,29
3,10:46,acc3,acc1,67
3,10:47,acc1,acc6,44
3,10:47,acc2,acc6,42
3,10:48,acc5,acc2,55
3,10:48,acc5,acc2,41
3,10:48,acc7,acc5,67
3,10:49,acc3,acc7,43
3,10:49,acc4,acc5,56
3,10:50,acc3,acc2,50
3,10:50,acc7,acc6,55
3,10:51,acc2,acc5,59
3,10:51,acc3,acc4,65
3,10:51,acc5,acc2,37
3,10:51,acc7,acc1,59
3,10:51,acc7,acc3,52
3,10:51,acc7,acc4,37
3,10:52,acc1,acc2,27
3,10:52,acc6,acc1,26
3,10:52,acc6,acc2,50
3,10:52,acc7,acc5,59
3,10:53,acc4,acc2,46
3,10:53,acc4,acc3,54
3,10:55,acc3,acc2,52
3,10:55,acc5,acc1,30
3,10:55,acc7,acc1,27
3,10:56,acc2,acc4,49
3,10:56,acc3,acc6,36
3,10:57,acc1,acc2,59
3,10:57,acc7,acc2,52
3,10:58,acc3,acc5,54
3,10:58,acc6,acc5,74
3,10:58,acc7,acc2,67
3,11:00,acc7,acc6,57
3,11:01,acc1,acc6,41
3,11:01,acc5,acc7,55
3,11:02,acc4,acc6,67
3,11:02,acc6,acc5,28
3,11:03,acc2,acc7,33
3,11:03,acc3,acc4,50
3,11:03,acc5,acc6,29
3,11:04,acc6,acc7,63
3,11:05,acc3,acc4,57
3,11:06,acc1,acc3,27
3,11:06,acc4,acc1,33
3,11:06,acc5,acc1,70
3,11:07,acc3,acc1,28
3,11:08,acc2,acc5,72
3,11:08,acc6,acc7,72
3,11:09,acc5,acc1,30
3,11:10,acc1,acc4,61
3,11:10,acc2,acc3,29
3,11:10,acc4,acc2,69
3,11:11,acc1,acc2,28
3,11:11,acc5,acc4,45
3,11:12,acc2,acc3,39
3,11:12,acc7,acc1,48
3,11:13,acc3,acc2,43
3,11:13,acc4,acc6,52
3,11:13,acc5,acc7,54
3,11:14,acc2,acc5,31
3,11:15,acc3,acc1,26
3,11:15,acc3,acc5,31
3,11:16,acc3,acc1,70
3,11:16,acc3,acc4,71
3,11:16,acc6,acc7,56
3,11:17,acc3,acc5,71
3,11:18,acc2,acc3,60
3,11:18,acc3,acc6,65
3,11:18,acc7,acc4,52
3,11:19,acc1,acc7,72
3,11:19,acc2,acc7,57
3,11:20,acc2,acc3,40
3,11:20,acc6,acc7,50
3,11:21,acc2,acc4,58
3,11:21,acc2,acc5,44
3,11:22,acc4,acc1,28
3,11:22,acc6,acc4,28
3,11:22,acc6,acc4,32
3,11:23,acc4,acc1,34
3,11:23,acc5,acc1,29
3,11:23,acc5,acc4,73
3,11:23,acc6,acc7,52
3,11:24,acc3,acc2,44
3,11:24,acc7,acc1,27
3,11:25,acc2,acc6,46
3,11:26,acc3,acc1,39
3,11:26,acc6,acc3,55
3,11:27,acc3,acc6,52
3,11:27,acc7,acc3,50
3,11:28,acc6,acc3,32
3,11:29,acc7,acc5,33
3,11:30,acc4,acc6,59
3,11:31,acc5,acc3,57
3,11:32,acc3,acc7,49
3,11:33,acc3,acc7,58
3,11:33,acc5,acc2,47
3,11:33,acc5,acc3,53
3,11:34,acc2,acc6,62
3,11:35,acc4,acc7,67
3,11:35,acc5,acc6,75
3,11:35,acc7,acc2,55
3,11:36,acc2,acc1,39
3,11:36,acc3,acc4,64
3,11:38,acc3,acc1,47
3,11:38,acc3,acc5,35
3,11:38,acc6,acc2,70
3,11:38,acc6,acc4,47
3,11:38,acc6,acc7,42
3,11:39,acc4,acc1,30
3,11:40,acc1,acc3,35
3,11:40,acc6,acc1,50
3,11:41,acc1,acc5,33
3,11:41,acc1,acc7,68
3,11:41,acc4,acc3,52
3,11:41,acc5,acc1,57
3,11:41,acc5,acc3,74
3,11:41,acc6,acc5,47
3,11:44,acc2,acc1,66
3,11:44,acc5,acc3,53
3,11:45,acc1,acc4,31
3,11:47,acc1,acc5,56
3,11:47,acc3,acc1,58
3,11:47,acc7,acc4,27
3,11:48,acc7,acc1,33
3,11:49,acc1,acc2,65
3,11:49,acc1,acc6,54
3,11:49,acc1,acc7,36
3,11:49,acc6,acc5,28
3,11:51,acc2,acc5,43
3,11:51,acc5,acc1,49
3,11:51,acc6,acc3,66
3,11:52,acc1,acc3,57
3,11:52,acc1,acc7,65
3,11:52,acc6,acc1,75
3,11:53,acc2,acc3,27
3,11:53,acc5,acc4,56
3,11:53,acc6,acc3,73
3,11:54,acc1,acc2,72
3,11:54,acc5,acc3,47
3,11:54,acc6,acc7,59
3,11:55,acc1,acc5,54
3,11:55,acc4,acc2,44
3,11:56,acc3,acc6,60
3,11:57,acc7,acc2,72
3,11:58,acc3,acc6,66
3,11:58,acc7,acc4,62
3,11:59,acc3,acc6,34
3,11:59,acc4,acc1,50
3,12:00,acc7,acc4,46
3,12:01,acc2,acc1,62
3,12:01,acc2,acc5,71
3,12:01,acc6,acc5,58
3,12:03,acc2,acc6,61
3,12:04,acc3,acc4,58
3,12:04,acc4,acc5,28
3,12:05,acc6,acc7,51
3,12:06,acc1,acc7,55
3,12:06,acc2,acc6,53
3,12:06,acc4,acc1,59
3,12:06,acc5,acc7,55
3,12:06,acc6,acc5,52
3,12:06,acc7,acc3,51
3,12:07,acc2,acc4,27
3,12:07,acc5,acc4,57
3,12:07,acc6,acc7,56
3,12:08,acc1,acc4,35
3,12:08,acc1,acc7,67
3,12:08,acc3,acc2,59
3,12:08,acc7,acc6,29
3,12:09,acc3,acc6,55
3,12:09,acc5,acc2,31
3,12:10,acc1,acc5,58
3,12:11,acc2,acc4,69
3,12:11,acc2,acc7,55
3,12:11,acc7,acc1,73
3,12:12,acc3,acc2,65
3,12:12,acc3,acc4,68
3,12:12,acc7,acc2,26
3,12:13,acc3,acc1,25
3,12:14,acc1,acc6,49
3,12:14,acc4,acc1,28
3,12:15,acc6,acc4,66
3,12:18,acc5,acc1,52
3,12:18,acc5,acc4,36
3,12:19,acc4,acc1,56
3,12:19,acc6,acc2,68
3,12:20,acc2,acc1,38
3,12:20,acc4,acc5,75
3,12:21,acc6,acc2,33
3,12:21,acc6,acc2,57
3,12:22,acc2,acc6,48
3,12:23,acc3,acc6,53
3,12:23,acc4,acc6,49
3,12:23,acc5,acc6,27
3,12:23,acc7,acc1,35
3,12:23,acc7,acc6,67
3,12:25,acc2,acc3,73
3,12:25,acc4,acc1,31
3,12:25,acc4,acc3,41
3,12:25,acc6,acc2,48
3,12:25,acc7,acc4,46
3,12:26,acc1,acc6,69
3,12:26,acc4,acc1,30
3,12:27,acc1,acc5,56
3,12:27,acc2,acc5,54
3,12:27,acc3,acc5,56
3,12:27,acc4,acc5,62
3,12:27,acc5,acc2,69
3,12:27,acc5,acc3,70
3,12:27,acc6,acc3,66
3,12:27,acc7,acc3,74
3,12:27,acc7,acc4,59
3,12:28,acc1,acc7,32
3,12:28,acc6,acc1,28
3,12:28,acc7,acc5,68
3,12:29,acc2,acc1,47
3,12:29,acc3,acc2,71
3,12:29,acc7,acc3,28
3,12:30,acc3,acc4,32
3,12:31,acc2,acc5,43
3,12:32,acc3,acc7,41
3,12:32,acc5,acc7,45
3,12:33,acc1,acc2,70
3,12:33,acc1,acc3,54
3,12:34,acc5,acc4,73
3,12:34,acc6,acc1,26
3,12:35,acc1,acc4,32
3,12:36,acc1,acc6,32
3,12:37,acc1,acc4,71
3,12:37,acc5,acc2,29
3,12:38,acc1,acc7,70
3,12:38,acc6,acc3,42
3,12:39,acc7,acc4,60
3,12:40,acc4,acc7,53
3,12:41,acc3,acc1,66
3,12:41,acc5,acc7,70
3,12:41,acc7,acc6,33
3,12:42,acc7,acc5,51
3,12:43,acc3,acc2,44
3,12:43,acc6,acc4,45
3,12:45,acc1,acc3,56
3,12:45,acc1,acc7,34
3,12:45,acc2,acc4,59
3,12:46,acc1,acc6,61
3,12:46,acc2,acc7,53
3,12:46,acc5,acc4,71
3,12:47,acc1,acc5,44
3,12:47,acc2,acc7,57
3,12:47,acc7,acc4,70
3,12:48,acc3,acc7,31
3,12:49,acc1,acc4,44
3,12:49,acc2,acc5,49
3,12:49,acc5,acc3,72
3,12:50,acc5,acc7,41
3,12:51,acc2,acc4,71
3,12:51,acc2,acc7,49
3,12:52,acc7,acc2,36
3,12:53,acc7,acc1,53
3,12:54,acc1,acc7,63
3,12:54,acc7,acc5,71
3,12:56,acc1,acc5,47
3,12:58,acc1,acc3,52
3,12:58,acc2,acc6,70
3,12:58,acc6,acc7,53
3,12:59,acc4,acc2,67
3,13:01,acc2,acc4,40
3,13:01,acc6,acc1,61
3,13:02,acc3,acc5,42
3,13:02,acc7,acc3,55
3,13:03,acc1,acc4,52
3,13:03,acc2,acc4,66
3,13:03,acc3,acc5,66
3,13:03,acc4,acc7,44
3,13:03,acc7,acc3,33
3,13:04,acc3,acc1,40
3,13:04,acc4,acc3,60
3,13:04,acc6,acc1,39
3,13:04,acc7,acc4,42
3,13:05,acc3,acc7,66
3,13:05,acc5,acc3,51
3,13:05,acc5,acc7,37
3,13:06,acc1,acc4,50
3,13:06,acc4,acc6,40
3,13:07,acc1,acc4,36
3,13:07,acc2,acc5,50
3,13:07,acc6,acc7,72
3,13:08,acc1,acc3,69
3,13:08,acc3,acc5,71
3,13:08,acc4,acc3,30
3,13:09,acc3,acc7,43
3,13:10,acc1,acc2,31
3,13:10,acc2,acc5,41
3,13:10,acc2,acc5,45
3,13:10,acc2,acc7,30
3,13:10,acc3,acc5,71
3,13:11,acc1,acc4,64
3,13:11,acc2,acc5,63
3,13:12,acc6,acc3,40
3,13:13,acc2,acc3,41
3,13:14,acc3,acc1,69
3,13:15,acc2,acc4,58
3,13:15,acc7,acc5,38
3,13:16,acc2,acc6,59
3,13:18,acc4,acc3,36
3,13:20,acc1,acc5,34
3,13:20,acc2,acc3,29
3,13:21,acc1,acc4,62
3,13:22,acc2,acc4,59
3,13:22,acc3,acc6,51
3,13:22,acc4,acc2,41
3,13:22,acc5,acc2,54
3,13:22,acc6,acc4,37
3,13:22,acc6,acc5,26
3,13:22,acc7,acc2,50
3,13:23,acc3,acc6,36
3,13:23,acc3,acc6,57
3,13:23,acc5,acc4,30
3,13:25,acc5,acc2,70
3,13:26,acc1,acc3,43
3,13:26,acc4,acc7,54
3,13:27,acc1,acc5,43
3,13:28,acc3,acc6,69
3,13:29,acc1,acc6,31
3,13:29,acc3,acc1,37
3,13:31,acc1,acc5,70
3,13:32,acc7,acc2,33
3,13:34,acc2,acc6,46
3,13:34,acc3,acc6,38
3,13:35,acc1,acc3,64
3,13:35,acc4,acc3,54
3,13:35,acc4,acc5,44
3,13:36,acc3,acc1,39
3,13:36,acc7,acc1,55
3,13:37,acc7,acc5,45
3,13:37,acc7,acc6,38
3,13:38,acc5,acc7,56
3,13:38,acc7,acc6,37
3,13:39,acc1,acc2,57
3,13:39,acc3,acc2,72
3,13:40,acc4,acc7,50
3,13:40,acc5,acc4,45
3,13:41,acc2,acc4,65
3,13:41,acc6,acc1,51
3,13:42,acc1,acc5,61
3,13:42,acc4,acc3,33
3,13:45,acc3,acc4,50
3,13:46,acc4,acc2,26
3,13:47,acc6,acc1,41
3,13:47,acc7,acc1,34
3,13:49,acc3,acc2,40
3,13:50,acc1,acc4,30
3,13:50,acc2,acc5,58
3,13:50,acc6,acc3,74
3,13:50,acc6,acc3,42
3,13:50,acc7,acc2,30
3,13:51,acc4,acc3,64
3,13:51,acc5,acc1,70
3,13:52,acc7,acc4,70
3,13:53,acc1,acc2,41
3,13:53,acc4,acc6,44
3,13:53,acc4,acc6,70
3,13:54,acc5,acc2,63
3,13:55,acc4,acc1,71
3,13:55,acc4,acc5,69
3,13:55,acc6,acc7,66
3,13:58,acc6,acc5,71
3,13:59,acc2,acc1,75
3,13:59,acc6,acc7,67
3,14:00,acc4,acc7,34
3,14:01,acc7,acc2,35
3,14:02,acc3,acc2,59
3,14:04,acc2,acc5,60
3,14:05,acc1,acc6,54
3,14:05,acc3,acc5,68
3,14:05,acc4,acc6,55
3,14:05,acc5,acc4,57
3,14:06,acc2,acc4,51
3,14:06,acc2,acc5,39
3,14:06,acc3,acc2,37
3,14:06,acc4,acc7,49
3,14:06,acc5,acc2,56
3,14:08,acc5,acc7,40
3,14:08,acc5,acc7,26
3,14:09,acc2,acc4,30
3,14:09,acc6,acc4,64
3,14:10,acc3,acc6,37
3,14:10,acc4,acc6,46
3,14:11,acc1,acc3,35
3,14:11,acc1,acc6,46
3,14:11,acc2,acc3,69
3,14:11,acc3,acc1,60
3,14:11,acc7,acc6,45
3,14:12,acc1,acc4,42
3,14:12,acc4,acc7,58
3,14:12,acc6,acc3,46
3,14:13,acc2,acc6,34
3,14:13,acc3,acc6,67
3,14:13,acc7,acc6,40
3,14:14,acc2,acc3,75
3,14:14,acc2,acc6,30
3,14:14,acc3,acc6,68
3,14:14,acc5,acc6,64
3,14:14,acc6,acc4,46
3,14:14,acc7,acc2,38
3,14:15,acc4,acc7,69
3,14:15,acc4,acc7,69
3,14:16,acc4,acc2,62
3,14:16,acc6,acc1,52
3,14:17,acc2,acc3,63
3,14:18,acc1,acc3,62
3,14:19,acc6,acc5,32
3,14:20,acc4,acc2,37
3,14:21,acc5,acc2,49
3,14:21,acc6,acc5,28
3,14:21,acc7,acc4,75
3,14:21,acc7,acc6,39
3,14:22,acc2,acc7,69
3,14:22,acc6,acc2,75
3,14:22,acc7,acc1,33
3,14:22,acc7,acc2,34
3,14:23,acc2,acc1,60
3,14:23,acc6,acc3,28
3,14:24,acc2,acc1,51
3,14:24,acc6,acc7,71
3,14:25,acc5,acc2,63
3,14:25,acc5,acc3,28
3,14:25,acc5,acc3,49
3,14:26,acc3,acc2,71
3,14:26,acc3,acc5,39
3,14:26,acc3,acc7,30
3,14:26,acc4,acc5,68
3,14:28,acc4,acc2,28
3,14:28,acc4,acc6,55
3,14:28,acc4,acc7,61
3,14:28,acc5,acc6,63
3,14:29,acc1,acc2,46
3,14:29,acc5,acc6,61
3,14:30,acc2,acc7,29
3,14:30,acc4,acc6,35
3,14:32,acc6,acc4,53
3,14:34,acc7,acc3,71
3,14:35,acc1,acc3,58
3,14:35,acc1,acc3,67
3,14:35,acc5,acc6,28
3,14:36,acc1,acc6,33
3,14:36,acc3,acc5,71
3,14:36,acc4,acc1,53
3,14:36,acc4,acc2,38
3,14:36,acc6,acc1,72
3,14:36,acc6,acc3,67
3,14:37,acc1,acc6,47
3,14:37,acc3,acc4,61
3,14:37,acc4,acc6,69
3,14:37,acc6,acc1,37
3,14:38,acc4,acc7,59
3,14:38,acc6,acc7,57
3,14:39,acc1,acc3,47
3,14:39,acc4,acc3,54
3,14:39,acc6,acc1,62
3,14:39,acc6,acc7,44
3,14:40,acc2,acc3,35
3,14:40,acc5,acc6,30
3,14:40,acc6,acc2,35
3,14:40,acc7,acc2,59
3,14:41,acc1,acc6,56
3,14:41,acc4,acc2,27
3,14:42,acc3,acc4,50
3,14:42,acc5,acc4,52
3,14:42,acc6,acc5,75
3,14:45,acc1,acc6,73
3,14:46,acc2,acc4,27
3,14:46,acc3,acc2,35
3,14:46,acc6,acc3,32
3,14:46,acc7,acc3,52
3,14:47,acc1,acc2,41
3,14:47,acc2,acc1,74
3,14:47,acc3,acc7,61
3,14:47,acc5,acc2,68
3,14:49,acc1,acc7,28
3,14:49,acc5,acc3,43
3,14:49,acc7,acc5,51
3,14:51,acc6,acc1,50
3,14:52,acc3,acc7,58
3,14:52,acc7,acc5,37
3,14:53,acc6,acc1,34
3,14:55,acc6,acc2,53
3,14:56,acc1,acc4,35
3,14:57,acc5,acc3,37
3,14:57,acc6,acc1,39
3,14:57,acc6,acc7,68
3,14:58,acc1,acc5,29
3,14:58,acc5,acc6,56
3,14:58,acc6,acc5,62
3,14:58,acc7,acc4,65
3,14:59,acc1,acc5,71
3,14:59,acc7,acc1,62
3,15:00,acc3,acc4,61
3,15:02,acc3,acc1,39
3,15:02,acc3,acc7,38
3,15:02,acc4,acc3,27
3,15:02,acc7,acc3,66
3,15:04,acc1,acc2,71
3,15:05,acc4,acc2,46
3,15:05,acc4,acc5,38
3,15:05,acc7,acc4,72
3,15:06,acc6,acc3,28
3,15:06,acc6,acc4,68
3,15:06,acc7,acc4,74
3,15:08,acc3,acc7,59
3,15:08,acc7,acc3,65
3,15:09,acc3,acc2,37
3,15:09,acc3,acc7,40
3,15:09,acc4,acc1,42
3,15:09,acc4,acc2,48
3,15:09,acc5,acc4,70
3,15:09,acc5,acc7,67
3,15:10,acc5,acc1,46
3,15:10,acc7,acc2,64
3,15:11,acc2,acc3,72
3,15:11,acc2,acc5,53
3,15:11,acc5,acc3,32
3,15:11,acc6,acc1,53
3,15:13,acc1,acc7,27
3,15:13,acc2,acc7,63
3,15:14,acc1,acc5,28
3,15:14,acc1,acc6,68
3,15:14,acc2,acc3,66
3,15:14,acc4,acc5,45
3,15:14,acc5,acc3,72
3,15:14,acc5,acc3,53
3,15:14,acc7,acc1,68
3,15:14,acc7,acc6,68
3,15:15,acc4,acc2,69
3,15:16,acc1,acc6,65
3,15:16,acc1,acc7,54
3,15:16,acc7,acc5,61
3,15:17,acc1,acc3,46
3,15:17,acc2,acc7,46
3,15:17,acc4,acc1,66
3,15:18,acc3,acc4,68
3,15:19,acc3,acc1,74
3,15:20,acc6,acc4,57
3,15:21,acc2,acc1,74
3,15:21,acc5,acc2,69
3,15:21,acc7,acc5,74
3,15:22,acc1,acc5,66
3,15:22,acc5,acc1,51
3,15:22,acc6,acc5,61
3,15:23,acc7,acc3,62
3,15:24,acc6,acc5,54
3,15:25,acc4,acc1,74
3,15:26,acc4,acc3,38
3,15:26,acc5,acc1,33
3,15:26,acc5,acc4,37
3,15:26,acc5,acc6,46
3,15:27,acc4,acc7,36
3,15:27,acc5,acc3,36
3,15:27,acc6,acc1,26
3,15:27,acc7,acc6,33
3,15:28,acc4,acc6,35
3,15:29,acc2,acc4,73
3,15:29,acc3,acc4,49
3,15:29,acc3,acc5,67
3,15:29,acc5,acc3,68
3,15:29,acc5,acc4,51
3,15:30,acc1,acc7,46
3,15:30,acc7,acc5,74
3,15:31,acc4,acc6,36
3,15:31,acc7,acc3,29
3,15:32,acc1,acc7,68
3,15:32,acc3,acc4,54
3,15:32,acc4,acc5,52
3,15:34,acc7,acc1,44
3,15:35,acc1,acc7,40
3,15:35,acc1,acc7,44
3,15:35,acc2,acc1,35
3,15:36,acc3,acc1,30
3,15:36,acc3,acc1,74
3,15:38,acc7,acc5,36
3,15:39,acc1,acc4,56
3,15:39,acc2,acc7,66
3,15:39,acc7,acc3,61
3,15:40,acc4,acc7,71
3,15:41,acc2,acc3,66
3,15:41,acc5,acc1,45
3,15:42,acc4,acc2,67
3,15:42,acc5,acc3,29
3,15:43,acc2,acc5,70
3,15:43,acc4,acc5,28
3,15:43,acc6,acc3,58
3,15:44,acc5,acc3,69
3,15:45,acc2,acc6,34
3,15:45,acc2,acc7,72
3,15:45,acc5,acc6,67
3,15:45,acc6,acc4,30
3,15:46,acc7,acc2,63
3,15:47,acc2,acc4,73
3,15:50,acc4,acc6,70
3,15:50,acc6,acc2,75
3,15:50,acc6,acc7,31
3,15:53,acc5,acc1,50
3,15:53,acc5,acc6,30
3,15:53,acc7,acc1,50
3,15:54,acc4,acc7,53
3,15:55,acc4,acc3,36
3,15:56,acc1,acc2,61
3,15:56,acc3,acc7,31
3,15:56,acc4,acc5,74
3,15:56,acc4,acc5,41
3,15:56,acc6,acc7,35
3,15:57,acc6,acc1,38
3,15:58,acc5,acc1,53
3,15:58,acc7,acc4,67
3,16:00,acc2,acc6,41
3,16:01,acc4,acc2,62
3,16:02,acc5,acc7,55
3,16:03,acc2,acc6,66
3,16:03,acc3,acc7,40
3,16:04,acc3,acc2,69
3,16:04,acc3,acc6,64
3,16:05,acc1,acc4,34
3,16:05,acc2,acc7,36
3,16:05,acc3,acc7,36
3,16:05,acc5,acc2,65
3,16:06,acc1,acc4,28
3,16:06,acc1,acc7,36
3,16:06,acc4,acc2,53
3,16:06,acc7,acc2,58
3,16:07,acc2,acc1,26
3,16:07,acc6,acc4,40
3,16:07,acc7,acc1,74
3,16:08,acc2,acc1,34
3,16:08,acc2,acc4,29
3,16:08,acc7,acc2,46
3,16:09,acc6,acc5,69
3,16:10,acc7,acc5,43
3,16:12,acc3,acc5,62
3,16:12,acc4,acc2,46
3,16:12,acc4,acc3,50
3,16:12,acc4,acc5,33
3,16:12,acc5,acc2,46
3,16:12,acc5,acc7,50
3,16:15,acc6,acc4,55
3,16:15,acc7,acc1,64
3,16:16,acc1,acc3,70
3,16:16,acc2,acc7,32
3,16:16,acc3,acc5,61
3,16:16,acc5,acc7,35
3,16:18,acc6,acc2,27
3,16:20,acc2,acc6,53
3,16:20,acc7,acc2,56
3,16:20,acc7,acc4,74
3,16:21,acc1,acc4,34
3,16:21,acc3,acc2,40
3,16:21,acc3,acc5,53
3,16:21,acc6,acc4,51
3,16:22,acc2,acc7,45
3,16:22,acc4,acc6,43
3,16:22,acc5,acc1,47
3,16:23,acc1,acc3,57
3,16:23,acc6,acc2,68
3,16:23,acc6,acc5,36
3,16:24,acc3,acc1,50
3,16:24,acc3,acc7,46
3,16:24,acc4,acc1,56
3,16:26,acc1,acc5,30
3,16:26,acc6,acc2,66
3,16:27,acc1,acc4,56
3,16:27,acc3,acc5,71
3,16:27,acc4,acc3,52
3,16:30,acc4,acc7,42
3,16:31,acc6,acc2,56
3,16:31,acc7,acc3,57
3,16:32,acc3,acc7,51
3,16:32,acc4,acc6,55
3,16:34,acc4,acc3,29
3,16:34,acc5,acc3,44
3,16:35,acc6,acc2,39
3,16:36,acc6,acc4,39
3,16:36,acc6,acc5,40
3,16:37,acc2,acc1,34
3,16:37,acc4,acc5,38
3,16:37,acc4,acc7,48
3,16:37,acc6,acc4,35
3,16:38,acc4,acc6,38
3,16:38,acc5,acc1,26
3,16:38,acc7,acc3,47
3,16:39,acc1,acc7,53
3,16:39,acc2,acc5,50
3,16:39,acc4,acc3,34
3,16:41,acc3,acc2,27
3,16:41,acc5,acc2,65
3,16:42,acc3,acc7,31
3,16:43,acc3,acc5,29
3,16:44,acc1,acc4,64
3,16:44,acc3,acc6,28
3,16:44,acc4,acc5,75
3,16:44,acc4,acc6,40
3,16:44,acc7,acc4,36
3,16:45,acc4,acc1,68
3,16:45,acc7,acc6,41
3,16:46,acc5,acc7,47
3,16:46,acc6,acc1,37
3,16:47,acc2,acc6,60
3,16:47,acc4,acc3,72
3,16:47,acc6,acc1,43
3,16:47,acc7,acc5,58
3,16:48,acc3,acc7,37
3,16:50,acc3,acc4,37
3,16:50,acc4,acc7,42
3,16:51,acc1,acc6,37
3,16:51,acc6,acc5,64
3,16:52,acc7,acc6,42
3,16:53,acc1,acc2,60
3,16:53,acc1,acc3,74
3,16:53,acc4,acc6,63
3,16:54,acc4,acc7,43
3,16:54,acc5,acc2,28
3,16:54,acc6,acc3,72
3,16:55,acc7,acc4,26
3,16:57,acc3,acc2,67
3,16:57,acc3,acc4,26
3,16:58,acc2,acc6,34
3,16:58,acc6,acc7,62
3,16:58,acc7,acc2,43
4,08:00,acc2,acc1,57
4,08:00,acc6,acc4,40
4,08:01,acc2,acc3,55
4,08:01,acc3,acc5,29
4,08:01,acc5,acc4,59
4,08:01,acc6,acc7,52
4,08:02,acc2,acc3,53
4,08:02,acc3,acc2,33
4,08:02,acc4,acc7,63
4,08:02,acc7,acc6,59
4,08:03,acc2,acc3,43
4,08:03,acc4,acc1,29
4,08:04,acc5,acc1,46
4,08:05,acc3,acc2,29
4,08:07,acc2,acc4,57
4,08:07,acc2,acc5,28
4,08:07,acc2,acc5,56
4,08:07,acc3,acc4,46
4,08:07,acc3,acc7,32
4,08:07,acc7,acc2,57
4,08:08,acc3,acc1,43
4,08:08,acc3,acc5,42
4,08:08,acc5,acc4,52
4,08:09,acc1,acc7,51
4,08:09,acc7,acc5,45
4,08:10,acc1,acc3,59
4,08:10,acc3,acc2,48
4,08:10,acc3,acc6,54
4,08:11,acc3,acc6,51
4,08:11,acc7,acc6,27
4,08:12,acc1,acc3,37
4,08:12,acc2,acc7,43
4,08:13,acc1,acc4,44
4,08:13,acc4,acc1,66
4,08:13,acc5,acc3,38
4,08:14,acc3,acc6,74
4,08:14,acc5,acc4,58
4,08:15,acc2,acc5,58
4,08:15,acc4,acc5,42
4,08:16,acc5,acc7,72
4,08:17,acc3,acc5,51
4,08:17,acc5,acc1,50
4,08:18,acc2,acc4,55
4,08:18,acc2,acc7,38
4,08:18,acc3,acc2,37
4,08:18,acc5,acc3,35
4,08:19,acc4,acc5,35
4,08:20,acc1,acc2,75
4,08:20,acc7,acc3,64
4,08:22,acc1,acc6,68
4,08:22,acc4,acc3,62
4,08:22,acc7,acc5,64
4,08:23,acc1,acc5,70
4,08:23,acc5,acc7,50
4,08:23,acc6,acc7,38
4,08:24,acc4,acc7,35
4,08:25,acc1,acc2,39
4,08:26,acc2,acc1,35
4,08:26,acc2,acc5,74
4,08:26,acc4,acc6,46
4,08:26,acc6,acc2,72
4,08:27,acc2,acc1,28
4,08:27,acc4,acc3,52
4,08:27,acc4,acc6,74
4,08:27,acc5,acc3,32
4,08:28,acc2,acc4,31
4,08:30,acc3,acc4,32
4,08:30,acc6,acc5,60
4,08:31,acc6,acc4,69
4,08:31,acc7,acc4,56
4,08:32,acc4,acc6,43
4,08:33,acc5,acc2,40
4,08:34,acc2,acc7,29
4,08:34,acc4,acc5,27
4,08:35,acc6,acc7,38
4,08:37,acc2,acc1,40
4,08:37,acc2,acc6,59
4,08:38,acc1,acc3,71
4,08:38,acc1,acc5,36
4,08:38,acc2,acc5,40
4,08:38,acc2,acc6,72
4,08:39,acc1,acc6,34
4,08:39,acc4,acc5,49
4,08:39,acc5,acc4,31
4,08:40,acc1,acc6,27
4,08:40,acc3,acc2,53
4,08:40,acc5,acc2,65
4,08:40,acc7,acc2,62
4,08:41,acc2,acc3,40
4,08:41,acc4,acc6,44
